length,hla,hla_site,cdr_pos,pvalue,adj_p_value
13,C,275,116,0.329644834284449,0.44721002547549427
13,C,284,107,0.052425643779358065,0.09948766675927496
13,C,284,108,0.35790129846752683,0.4762672036351403
13,C,284,109,0.20673510065387135,0.31129823285141367
13,C,284,110,0.1871083171806904,0.28825689651924546
13,C,284,113,0.02531183259885214,0.052512298473752377
13,C,284,114,0.22607998526267037,0.3337000471214832
13,C,284,115,0.915969035165032,0.9473548398001927
13,C,284,116,0.4249791797838043,0.5433399086217607
13,C,285,107,0.002875617642051993,0.00737976303496394
13,C,285,108,0.004440908907361924,0.010982045283073246
13,C,285,109,1.994340714512374e-05,7.183236238696152e-05
13,C,285,110,0.2714080503429055,0.385225327684984
13,C,285,113,0.00010365040183198221,0.00033877289946492544
13,C,285,114,0.0003038213630355714,0.0009248757838910643
13,C,285,115,0.9896860632627629,0.9951511792146596
13,C,285,116,0.23645056873354037,0.34563790570945147
13,C,289,107,0.052425643779358065,0.09948766675927496
13,C,289,108,0.35790129846752683,0.4762672036351403
13,C,289,109,0.20673510065387135,0.31129823285141367
13,C,289,110,0.1871083171806904,0.28825689651924546
13,C,289,113,0.02531183259885214,0.052512298473752377
13,C,289,114,0.22607998526267037,0.3337000471214832
13,C,289,115,0.915969035165032,0.9473548398001927
13,C,289,116,0.4249791797838043,0.5433399086217607
13,C,291,107,0.052425643779358065,0.09948766675927496
13,C,291,108,0.35790129846752683,0.4762672036351403
13,C,291,109,0.20673510065387135,0.31129823285141367
13,C,291,110,0.1871083171806904,0.28825689651924546
13,C,291,113,0.02531183259885214,0.052512298473752377
13,C,291,114,0.22607998526267037,0.3337000471214832
13,C,291,115,0.915969035165032,0.9473548398001927
13,C,291,116,0.4249791797838043,0.5433399086217607
13,C,295,107,0.008435336082773612,0.019745291822052837
13,C,295,108,0.0014014105321711562,0.003797247366882748
13,C,295,109,1.2280921062656275e-06,5.016074780906081e-06
13,C,295,110,0.3602227069650784,0.4787161141026085
13,C,295,113,0.00016965493416807274,0.0005373563512872336
13,C,295,114,3.419284649179935e-05,0.00011976523802634271
13,C,295,115,0.95595840006793,0.9747465880720466
13,C,295,116,0.30551760922174825,0.4214766324792229
13,C,303,107,0.3058246733106575,0.4217331781633875
13,C,303,108,0.08206503489704885,0.1460634940415116
13,C,303,109,0.0003113022098577087,0.0009458915439672554
13,C,303,110,7.074771205320381e-05,0.00023764543740080278
13,C,303,113,0.062243685905509764,0.11566124787083987
13,C,303,114,0.2734118311346389,0.3871736106237186
13,C,303,115,0.8640054803912591,0.9106148401188046
13,C,303,116,0.16933648732281534,0.2657648540076949
13,C,304,107,0.08487457729557918,0.1501146345514751
13,C,304,108,0.0021271188605715093,0.005589655862622359
13,C,304,109,0.0010461164926992264,0.0029002692294358094
13,C,304,110,0.0914991849255937,0.15997284543627488
13,C,304,113,0.06978621503446197,0.12753322078452678
13,C,304,114,0.0772036939527695,0.13881713108983781
13,C,304,115,0.8896652534511719,0.929361603342694
13,C,304,116,0.3472509529601872,0.46554119385355924
13,C,305,107,0.013047086480102587,0.02924075531619806
13,C,305,108,0.0015481394206703978,0.004156419414077024
13,C,305,109,1.140949153735412e-06,4.671787687105905e-06
13,C,305,110,0.5129852497586922,0.6249953670475866
13,C,305,113,0.0004611958082399414,0.0013641485526663943
13,C,305,114,7.439804724181375e-05,0.0002488868391158659
13,C,305,115,0.9591708052552417,0.9768418670941866
13,C,305,116,0.23568721799869286,0.3447029184442009
13,C,306,107,0.004201298587948165,0.010432101484869508
13,C,306,108,0.0003900584626288168,0.001165990211248802
13,C,306,109,3.784931321321804e-05,0.00013200824563348203
13,C,306,110,0.38837032378603276,0.5069101532292749
13,C,306,113,0.000604558024939208,0.0017526520889496705
13,C,306,114,9.211731051610232e-05,0.00030360679888543837
13,C,306,115,0.9720349799387283,0.9847239933490772
13,C,306,116,0.09847141137316333,0.17028201358427972
13,C,307,107,0.013047086480102587,0.02924075531619806
13,C,307,108,0.0015481394206703978,0.004156419414077024
13,C,307,109,1.140949153735412e-06,4.671787687105905e-06
13,C,307,110,0.5129852497586922,0.6249953670475866
13,C,307,113,0.0004611958082399414,0.0013641485526663943
13,C,307,114,7.439804724181375e-05,0.0002488868391158659
13,C,307,115,0.9591708052552417,0.9768418670941866
13,C,307,116,0.23568721799869286,0.3447029184442009
13,C,308,107,0.052425643779358065,0.09948766675927496
13,C,308,108,0.35790129846752683,0.4762672036351403
13,C,308,109,0.20673510065387135,0.31129823285141367
13,C,308,110,0.1871083171806904,0.28825689651924546
13,C,308,113,0.02531183259885214,0.052512298473752377
13,C,308,114,0.22607998526267037,0.3337000471214832
13,C,308,115,0.915969035165032,0.9473548398001927
13,C,308,116,0.4249791797838043,0.5433399086217607
13,C,309,107,0.052425643779358065,0.09948766675927496
13,C,309,108,0.35790129846752683,0.4762672036351403
13,C,309,109,0.20673510065387135,0.31129823285141367
13,C,309,110,0.1871083171806904,0.28825689651924546
13,C,309,113,0.02531183259885214,0.052512298473752377
13,C,309,114,0.22607998526267037,0.3337000471214832
13,C,309,115,0.915969035165032,0.9473548398001927
13,C,309,116,0.4249791797838043,0.5433399086217607
13,C,326,107,0.028969166349027953,0.05908352668257093
13,C,326,108,0.02355780605930114,0.049418001416469376
13,C,326,109,0.0004917929959281664,0.0014477338193743363
13,C,326,110,0.9385390969790984,0.9633312176928741
13,C,326,113,0.006049849544593302,0.014553907979653691
13,C,326,114,0.004800995668308704,0.011785685022387919
13,C,326,115,0.9840040264394336,0.9916715231284043
13,C,326,116,0.4167778829179187,0.5353110422798956
13,C,339,107,0.028969166349027953,0.05908352668257093
13,C,339,108,0.02355780605930114,0.049418001416469376
13,C,339,109,0.0004917929959281664,0.0014477338193743363
13,C,339,110,0.9385390969790984,0.9633312176928741
13,C,339,113,0.006049849544593302,0.014553907979653691
13,C,339,114,0.004800995668308704,0.011785685022387919
13,C,339,115,0.9840040264394336,0.9916715231284043
13,C,339,116,0.4167778829179187,0.5353110422798956
13,C,35,107,0.006833347983487165,0.01629382701300517
13,C,35,108,6.868340666701234e-06,2.600244204026313e-05
13,C,35,109,0.0022616328016417243,0.00592135042324391
13,C,35,110,0.00018091903158856185,0.0005701814728571643
13,C,35,113,0.00328190690749839,0.008334146973193433
13,C,35,114,0.5100403323674503,0.6225508722785177
13,C,35,115,0.7134837638713527,0.7939947138588331
13,C,35,116,0.5210597801284647,0.6325268545451431
13,C,49,107,0.3058246733106575,0.4217331781633875
13,C,49,108,0.08206503489704885,0.1460634940415116
13,C,49,109,0.0003113022098577087,0.0009458915439672554
13,C,49,110,7.074771205320381e-05,0.00023764543740080278
13,C,49,113,0.062243685905509764,0.11566124787083987
13,C,49,114,0.2734118311346389,0.3871736106237186
13,C,49,115,0.8640054803912591,0.9106148401188046
13,C,49,116,0.16933648732281534,0.2657648540076949
13,C,6,107,0.8715182775534199,0.9161525705871131
13,C,6,108,0.8319495050165429,0.8865896496102545
13,C,6,109,0.29052758082434815,0.40557141265981134
13,C,6,110,0.21519052459090576,0.32113171648736594
13,C,6,113,0.0026054706389746635,0.0067467619668960055
13,C,6,114,0.3522266080819556,0.4702995373189758
13,C,6,115,0.884519846644296,0.9257569002408086
13,C,6,116,0.4403756959233376,0.5586152569514268
13,C,66,107,0.33073421189617985,0.44836042739660215
13,C,66,108,0.05040098583646537,0.09628164189549679
13,C,66,109,0.0040058260809195416,0.010005586750440956
13,C,66,110,1.6967903658956023e-06,6.823409294724521e-06
13,C,66,113,1.0992638533183942e-07,4.946776119116534e-07
13,C,66,114,0.18327850019998007,0.28353262344224806
13,C,66,115,0.19094791614002393,0.2926831505095217
13,C,66,116,0.16582218018939984,0.26137169240124714
13,C,73,107,0.012006926588236813,0.027119008897306656
13,C,73,108,8.53463673389398e-08,3.8852120818020634e-07
13,C,73,109,2.342621558627822e-05,8.360932183368066e-05
13,C,73,110,1.0662860964298231e-05,3.957731234550343e-05
13,C,73,113,0.00019295313722644857,0.0006053687390910876
13,C,73,114,0.003384477052270919,0.008571178136193782
13,C,73,115,0.6592393345044785,0.7496066912183562
13,C,73,116,0.5530689712726087,0.6596387490755117
13,C,77,107,0.14467910718538576,0.2333425915355359
13,C,77,108,9.82812795879096e-05,0.0003227388554124424
13,C,77,109,0.0056816309678344905,0.013745244769352977
13,C,77,110,0.023045307130605645,0.048470652020132364
13,C,77,113,0.1425436461859729,0.23036521739899093
13,C,77,114,0.006319763811562098,0.015160032701060793
13,C,77,115,0.8391129172502104,0.8924484013968643
13,C,77,116,0.2788414343829944,0.39278604317475097
13,C,80,107,0.14467910718538576,0.2333425915355359
13,C,80,108,9.82812795879096e-05,0.0003227388554124424
13,C,80,109,0.0056816309678344905,0.013745244769352977
13,C,80,110,0.023045307130605645,0.048470652020132364
13,C,80,113,0.1425436461859729,0.23036521739899093
13,C,80,114,0.006319763811562098,0.015160032701060793
13,C,80,115,0.8391129172502104,0.8924484013968643
13,C,80,116,0.2788414343829944,0.39278604317475097
13,C,9,107,0.3945656176279067,0.5129139006425071
13,C,9,108,0.00035606822495453934,0.0010712808582325555
13,C,9,109,2.79518355487441e-06,1.1016426459817847e-05
13,C,9,110,4.373447816313339e-05,0.00015147222297673995
13,C,9,113,6.917303612990107e-07,2.8979861452316445e-06
13,C,9,114,0.0042490314669421485,0.010539353335915977
13,C,9,115,0.8951065167331695,0.9331911670166562
13,C,9,116,0.45790115657189717,0.5757865238352164
13,C,90,107,0.18226145519615647,0.28239831721066233
13,C,90,108,9.134491414042858e-06,3.4182260684383347e-05
13,C,90,109,0.0001532525231435473,0.0004884584480928072
13,C,90,110,1.0164350236124745e-06,4.185939358143908e-06
13,C,90,113,2.6911900074394845e-05,9.542643961723818e-05
13,C,90,114,0.0018760425793070815,0.00497066535991396
13,C,90,115,0.6822230395878097,0.7672358568972825
13,C,90,116,0.3526163570595338,0.4706281358473992
13,C,91,107,0.4298322844582124,0.548286591502486
13,C,91,108,0.08589913423887753,0.15167637722747673
13,C,91,109,0.15683477316585595,0.2494386470514784
13,C,91,110,0.13715862119963865,0.2235034910581934
13,C,91,113,0.014914728177432947,0.032970760444054066
13,C,91,114,0.003684417596399662,0.009259234551298448
13,C,91,115,0.8413966638271889,0.8941551604896878
13,C,91,116,0.0848622569987728,0.15010237318175418
13,C,94,107,0.2190099162902094,0.3254195342850792
13,C,94,108,0.011744421397424739,0.026586461374197873
13,C,94,109,0.0005921729612302684,0.0017187143139780474
13,C,94,110,0.003449765537133917,0.008724624896927281
13,C,94,113,0.03366185602400489,0.06753703793956332
13,C,94,114,5.167151385926852e-06,1.9828765511284035e-05
13,C,94,115,0.10678156097366684,0.18227831449273194
13,C,94,116,0.45338928459344763,0.5711700415452612
13,C,95,107,0.3266508267990537,0.4441864522950818
13,C,95,108,0.15484249391869984,0.24696083584697603
13,C,95,109,0.0008737308398066234,0.0024615371824261837
13,C,95,110,0.011048837568201988,0.025179600380376883
13,C,95,113,0.017442331438380292,0.03784016149145576
13,C,95,114,0.0004600451267742975,0.0013613231260681815
13,C,95,115,0.1849275887121373,0.28563966410823005
13,C,95,116,0.9042574096543865,0.9392868063447003
13,C,97,107,0.00030716596868778003,0.0009344446262984879
13,C,97,108,0.00040993306533264535,0.00122068567765792
13,C,97,109,1.4366817859450683e-05,5.254818768075306e-05
13,C,97,110,5.275957075870555e-05,0.00018015463185899457
13,C,97,113,0.003773177412556668,0.009467776521104995
13,C,97,114,6.201260056007191e-08,2.861803961576286e-07
13,C,97,115,0.2684319024758002,0.3821612143173281
13,C,97,116,0.35366686855146207,0.4717590231659357
13,C,99,107,0.42912115595943523,0.5476302233076755
13,C,99,108,1.7000638661296157e-05,6.163146299332608e-05
13,C,99,109,9.974540372567793e-06,3.7161098526309e-05
13,C,99,110,0.000331488884514065,0.0010033985574274067
13,C,99,113,0.00021365662867118973,0.0006657503271199357
13,C,99,114,0.002203784058870054,0.0057791249887160865
13,C,99,115,0.794702758496352,0.8588881546942496
13,C,99,116,0.13916084369055998,0.2258941388579503
13,DPA1,11,107,0.041660708458358994,0.08153043956517854
13,DPA1,11,108,0.0014403814027462443,0.003897157024425596
13,DPA1,11,109,0.001356695770447543,0.0036825354798001313
13,DPA1,11,110,0.016465385834502952,0.03598694981950673
13,DPA1,11,113,0.06023832155066101,0.11242980092459408
13,DPA1,11,114,0.04310125340854908,0.0839992466675663
13,DPA1,11,115,0.5585743576330069,0.6648103897665573
13,DPA1,11,116,0.972917579370677,0.9853837526360849
13,DPA1,111,107,0.014667356020554453,0.03251372841602857
13,DPA1,111,108,0.000412984664288847,0.0012291157725763569
13,DPA1,111,109,0.0818937814700258,0.14584254357932233
13,DPA1,111,110,1.2723261108467351e-06,5.187619705574425e-06
13,DPA1,111,113,0.005864831981977342,0.014151586611630759
13,DPA1,111,114,0.07466397651253137,0.1349687506903143
13,DPA1,111,115,0.9149568120579872,0.9467627857994114
13,DPA1,111,116,0.3142335010134554,0.43070674693667554
13,DPA1,127,107,0.02765830006972251,0.056713052177998755
13,DPA1,127,108,0.0032050139623227866,0.008155236915728637
13,DPA1,127,109,0.09741977437436018,0.16869382274036143
13,DPA1,127,110,1.167245773207686e-06,4.774551055875221e-06
13,DPA1,127,113,0.004106211102466222,0.010216024407457489
13,DPA1,127,114,0.16279773576951098,0.25758433203876513
13,DPA1,127,115,0.8765890862382641,0.9197368260685437
13,DPA1,127,116,0.4358206821139329,0.5541239596428519
13,DPA1,160,107,0.02765830006972251,0.056713052177998755
13,DPA1,160,108,0.0032050139623227866,0.008155236915728637
13,DPA1,160,109,0.09741977437436018,0.16869382274036143
13,DPA1,160,110,1.167245773207686e-06,4.774551055875221e-06
13,DPA1,160,113,0.004106211102466222,0.010216024407457489
13,DPA1,160,114,0.16279773576951098,0.25758433203876513
13,DPA1,160,115,0.8765890862382641,0.9197368260685437
13,DPA1,160,116,0.4358206821139329,0.5541239596428519
13,DPA1,18,107,0.6100141238934824,0.7083940273037971
13,DPA1,18,108,0.0012643211641524274,0.003455703682261025
13,DPA1,18,109,0.8662648332742544,0.912294571842177
13,DPA1,18,110,0.213222175436785,0.318871085701215
13,DPA1,18,113,0.18733010307168527,0.28850285636136824
13,DPA1,18,114,0.06736262226921894,0.12378620515931928
13,DPA1,18,115,0.1142661970357618,0.19298352627402543
13,DPA1,18,116,0.6074895910764013,0.7066368839459122
13,DPA1,190,107,0.6100141238934824,0.7083940273037971
13,DPA1,190,108,0.0012643211641524274,0.003455703682261025
13,DPA1,190,109,0.8662648332742544,0.912294571842177
13,DPA1,190,110,0.213222175436785,0.318871085701215
13,DPA1,190,113,0.18733010307168527,0.28850285636136824
13,DPA1,190,114,0.06736262226921894,0.12378620515931928
13,DPA1,190,115,0.1142661970357618,0.19298352627402543
13,DPA1,190,116,0.6074895910764013,0.7066368839459122
13,DPA1,228,107,0.02765830006972251,0.056713052177998755
13,DPA1,228,108,0.0032050139623227866,0.008155236915728637
13,DPA1,228,109,0.09741977437436018,0.16869382274036143
13,DPA1,228,110,1.167245773207686e-06,4.774551055875221e-06
13,DPA1,228,113,0.004106211102466222,0.010216024407457489
13,DPA1,228,114,0.16279773576951098,0.25758433203876513
13,DPA1,228,115,0.8765890862382641,0.9197368260685437
13,DPA1,228,116,0.4358206821139329,0.5541239596428519
13,DPA1,28,107,0.7355886767446408,0.8116237835289384
13,DPA1,28,108,0.7268735833116562,0.8051810006947657
13,DPA1,28,109,0.0971156744242377,0.1683451150733737
13,DPA1,28,110,0.30747775487435347,0.4236353420107556
13,DPA1,28,113,0.2939080807845245,0.4094139565328427
13,DPA1,28,114,0.04781805530902534,0.09202894590421705
13,DPA1,28,115,0.12941319673934254,0.21332771203822748
13,DPA1,28,116,0.790595382300745,0.8556107427610906
13,DPA1,31,107,0.014667356020554453,0.03251372841602857
13,DPA1,31,108,0.000412984664288847,0.0012291157725763569
13,DPA1,31,109,0.0818937814700258,0.14584254357932233
13,DPA1,31,110,1.2723261108467351e-06,5.187619705574425e-06
13,DPA1,31,113,0.005864831981977342,0.014151586611630759
13,DPA1,31,114,0.07466397651253137,0.1349687506903143
13,DPA1,31,115,0.9149568120579872,0.9467627857994114
13,DPA1,31,116,0.3142335010134554,0.43070674693667554
13,DPA1,50,107,0.02765830006972251,0.056713052177998755
13,DPA1,50,108,0.0032050139623227866,0.008155236915728637
13,DPA1,50,109,0.09741977437436018,0.16869382274036143
13,DPA1,50,110,1.167245773207686e-06,4.774551055875221e-06
13,DPA1,50,113,0.004106211102466222,0.010216024407457489
13,DPA1,50,114,0.16279773576951098,0.25758433203876513
13,DPA1,50,115,0.8765890862382641,0.9197368260685437
13,DPA1,50,116,0.4358206821139329,0.5541239596428519
13,DPA1,66,107,0.0015508938967242504,0.004162611171747362
13,DPA1,66,108,0.01817606359324559,0.039318668507479004
13,DPA1,66,109,0.06213912107951552,0.11552088037336863
13,DPA1,66,110,0.5455403160993761,0.6529796015865535
13,DPA1,66,113,0.00194962715097187,0.005151201248783504
13,DPA1,66,114,0.2885665369602592,0.4034052747108646
13,DPA1,66,115,0.8488831063722599,0.8996455928001811
13,DPA1,66,116,0.9207353618467754,0.9504674034259936
13,DPA1,72,107,0.6100141238934824,0.7083940273037971
13,DPA1,72,108,0.0012643211641524274,0.003455703682261025
13,DPA1,72,109,0.8662648332742544,0.912294571842177
13,DPA1,72,110,0.213222175436785,0.318871085701215
13,DPA1,72,113,0.18733010307168527,0.28850285636136824
13,DPA1,72,114,0.06736262226921894,0.12378620515931928
13,DPA1,72,115,0.1142661970357618,0.19298352627402543
13,DPA1,72,116,0.6074895910764013,0.7066368839459122
13,DPA1,73,107,0.6100141238934824,0.7083940273037971
13,DPA1,73,108,0.0012643211641524274,0.003455703682261025
13,DPA1,73,109,0.8662648332742544,0.912294571842177
13,DPA1,73,110,0.213222175436785,0.318871085701215
13,DPA1,73,113,0.18733010307168527,0.28850285636136824
13,DPA1,73,114,0.06736262226921894,0.12378620515931928
13,DPA1,73,115,0.1142661970357618,0.19298352627402543
13,DPA1,73,116,0.6074895910764013,0.7066368839459122
13,DPA1,83,107,0.02765830006972251,0.056713052177998755
13,DPA1,83,108,0.0032050139623227866,0.008155236915728637
13,DPA1,83,109,0.09741977437436018,0.16869382274036143
13,DPA1,83,110,1.167245773207686e-06,4.774551055875221e-06
13,DPA1,83,113,0.004106211102466222,0.010216024407457489
13,DPA1,83,114,0.16279773576951098,0.25758433203876513
13,DPA1,83,115,0.8765890862382641,0.9197368260685437
13,DPA1,83,116,0.4358206821139329,0.5541239596428519
13,DPA1,96,107,0.6100141238934824,0.7083940273037971
13,DPA1,96,108,0.0012643211641524274,0.003455703682261025
13,DPA1,96,109,0.8662648332742544,0.912294571842177
13,DPA1,96,110,0.213222175436785,0.318871085701215
13,DPA1,96,113,0.18733010307168527,0.28850285636136824
13,DPA1,96,114,0.06736262226921894,0.12378620515931928
13,DPA1,96,115,0.1142661970357618,0.19298352627402543
13,DPA1,96,116,0.6074895910764013,0.7066368839459122
13,DPB1,11,107,0.00038743633043014636,0.0011588980208056558
13,DPB1,11,108,1.3022438859925833e-06,5.30261833729222e-06
13,DPB1,11,109,4.552980519663283e-11,2.593458132852567e-10
13,DPB1,11,110,1.220446179290654e-15,9.042986849744048e-15
13,DPB1,11,113,1.458255557285002e-10,7.992720799913467e-10
13,DPB1,11,114,0.0007625319654167772,0.0021779926754676455
13,DPB1,11,115,0.9993877158481272,0.9999999999809877
13,DPB1,11,116,0.3497748555390067,0.4678850277168911
13,DPB1,170,107,0.010407967332029833,0.023864841593889356
13,DPB1,170,108,4.786186670905137e-09,2.374344028693325e-08
13,DPB1,170,109,0.0004444143953072931,0.0013173087619173514
13,DPB1,170,110,5.618328534271254e-08,2.603570075928096e-07
13,DPB1,170,113,6.3772832117560295e-06,2.4222373589573688e-05
13,DPB1,170,114,0.00014940293387995696,0.0004769526455707117
13,DPB1,170,115,0.4495714892503609,0.5675152555738584
13,DPB1,170,116,0.583822092460034,0.6871106579898846
13,DPB1,178,107,5.6193403607766405e-05,0.00019122367466866644
13,DPB1,178,108,0.08683846631568676,0.15303432674774073
13,DPB1,178,109,0.2364224482390281,0.3456149337779055
13,DPB1,178,110,0.003915884529169084,0.009798503950300942
13,DPB1,178,113,0.10898934634343656,0.18544951047744826
13,DPB1,178,114,0.5545301719882549,0.6609570716006153
13,DPB1,178,115,0.37548217800979744,0.4945132589275294
13,DPB1,178,116,0.4250372670910748,0.5433892373879105
13,DPB1,194,107,0.5501011437806644,0.6573936372723077
13,DPB1,194,108,0.05482923116491959,0.10348502000234806
13,DPB1,194,109,0.002553493931424891,0.0066189375632208294
13,DPB1,194,110,6.235217971035794e-06,2.372482554944786e-05
13,DPB1,194,113,0.0010100071141072807,0.002807702873581006
13,DPB1,194,114,0.0005293819961772723,0.0015519922564978222
13,DPB1,194,115,0.5454605012438496,0.6529682277597925
13,DPB1,194,116,0.31001445024346697,0.4264554675249587
13,DPB1,205,107,0.4853147095314251,0.6008550218708512
13,DPB1,205,108,0.016814506594114816,0.03666944451757642
13,DPB1,205,109,0.001907710895673586,0.005049769648785379
13,DPB1,205,110,0.0033251351275739305,0.00843469586216969
13,DPB1,205,113,0.07238393061287217,0.13156421626269693
13,DPB1,205,114,0.056906916741596696,0.10693132643559503
13,DPB1,205,115,0.30238585681708535,0.41802560268565464
13,DPB1,205,116,0.12927255579663655,0.213121096188786
13,DPB1,215,107,0.41994779637467566,0.5383414832467447
13,DPB1,215,108,0.012554221121537722,0.028233823090574824
13,DPB1,215,109,0.059600200647615106,0.11137310282665215
13,DPB1,215,110,0.024798062868047435,0.05159241516718703
13,DPB1,215,113,0.13238171696411688,0.2172756335507329
13,DPB1,215,114,0.00157804685568848,0.00423222809005401
13,DPB1,215,115,0.9497394082555851,0.9706790386294655
13,DPB1,215,116,0.7408020902667479,0.8154501131065367
13,DPB1,33,107,0.3918726528755678,0.5106680438333561
13,DPB1,33,108,0.07006630480741428,0.12800309848751226
13,DPB1,33,109,0.0003900158463889842,0.001165990211248802
13,DPB1,33,110,0.003983754329899718,0.00995670544819289
13,DPB1,33,113,0.36134106817386574,0.47979039935773043
13,DPB1,33,114,0.14087784393571418,0.22797685806579857
13,DPB1,33,115,0.9705797571504148,0.9840727867461444
13,DPB1,33,116,0.32790269783455056,0.44554082918799154
13,DPB1,35,107,0.20360807814443593,0.3075537333064403
13,DPB1,35,108,0.6497048473892245,0.7420480075539619
13,DPB1,35,109,2.368586167985003e-05,8.44494633223217e-05
13,DPB1,35,110,3.151078180225018e-07,1.363819140920755e-06
13,DPB1,35,113,0.0006286924598803152,0.0018165704140495314
13,DPB1,35,114,0.7311876561587006,0.8082082166467526
13,DPB1,35,115,0.9472384879458957,0.9691209186197772
13,DPB1,35,116,0.06614467258781898,0.12194220343413424
13,DPB1,36,107,0.4732095377905292,0.5900558440157608
13,DPB1,36,108,0.270835910594409,0.3845030813881081
13,DPB1,36,109,0.0045746088148572615,0.011288627243748742
13,DPB1,36,110,2.022966540437316e-06,8.069852207414609e-06
13,DPB1,36,113,1.10470819781666e-05,4.094886959975006e-05
13,DPB1,36,114,0.11356708128342359,0.192058934354509
13,DPB1,36,115,0.31291342287429014,0.4292775241913395
13,DPB1,36,116,0.8086416375766379,0.8681251883234931
13,DPB1,55,107,0.33402985382833533,0.4515815253284049
13,DPB1,55,108,0.2839367826046391,0.3984124282732433
13,DPB1,55,109,0.0005634408425660693,0.0016447466338946658
13,DPB1,55,110,8.805951558451898e-06,3.2992712536104065e-05
13,DPB1,55,113,7.3997285846183e-05,0.000247754402556743
13,DPB1,55,114,0.2825017476848331,0.3969387589105268
13,DPB1,55,115,0.5079144595418605,0.6207447290242251
13,DPB1,55,116,0.23797582088623093,0.347175282499366
13,DPB1,56,107,0.12283752524241527,0.2045703167072728
13,DPB1,56,108,0.08564059517553066,0.15129657460940293
13,DPB1,56,109,4.5738281409467324e-05,0.00015788235907170854
13,DPB1,56,110,8.955603909580483e-06,3.3535366252810784e-05
13,DPB1,56,113,0.0001442490655967904,0.0004619286169570782
13,DPB1,56,114,0.11708019194584797,0.19690052804607777
13,DPB1,56,115,0.3326652041855924,0.4503645749847225
13,DPB1,56,116,0.7632647777878838,0.8341986077113666
13,DPB1,57,107,0.0032225881205117705,0.008195322580732467
13,DPB1,57,108,5.8064644741672465e-06,2.2163049767132412e-05
13,DPB1,57,109,1.4808355021081883e-09,7.624482921591966e-09
13,DPB1,57,110,1.5555802360725457e-10,8.514433276420653e-10
13,DPB1,57,113,1.1702771674232174e-10,6.45750086837212e-10
13,DPB1,57,114,0.03845595701136731,0.07599868361357559
13,DPB1,57,115,0.9913061205058902,0.9962408382257449
13,DPB1,57,116,0.3687411006494181,0.48757128923079207
13,DPB1,65,107,0.0051295544127143025,0.012520534951657655
13,DPB1,65,108,4.815894007879408e-06,1.853187942811054e-05
13,DPB1,65,109,3.818349468739444e-11,2.1825854780279217e-10
13,DPB1,65,110,5.189050879711766e-07,2.201685528257895e-06
13,DPB1,65,113,8.147076520180945e-09,3.986258374644207e-08
13,DPB1,65,114,4.0692894029426705e-05,0.0001413948650112033
13,DPB1,65,115,0.9997106974911067,0.9999999999809877
13,DPB1,65,116,0.2877741571521694,0.40260058342168525
13,DPB1,69,107,0.011259783792728848,0.025584991147983502
13,DPB1,69,108,0.00033140251079819135,0.0010032461100551572
13,DPB1,69,109,1.1262682606168238e-09,5.852981484943986e-09
13,DPB1,69,110,1.2871568376837147e-16,9.963931508160125e-16
13,DPB1,69,113,0.008004993671510304,0.01882006403915979
13,DPB1,69,114,0.061694393260872546,0.11478601551007808
13,DPB1,69,115,0.6100172688099568,0.7083940273037971
13,DPB1,69,116,0.6068674573891022,0.706178571667379
13,DPB1,72,107,0.9141336744802219,0.9463114894944153
13,DPB1,72,108,0.8498469594107968,0.9003930745811073
13,DPB1,72,109,0.7847049024018466,0.8510541334831613
13,DPB1,72,110,0.8076688850476058,0.8675169688266751
13,DPB1,72,113,0.7317136177665433,0.808468823754745
13,DPB1,72,114,0.6740367734808141,0.7615956730005874
13,DPB1,72,115,0.376773932386495,0.49537148448738794
13,DPB1,72,116,0.4455844247343247,0.5638362207884038
13,DPB1,76,107,0.038094793062541106,0.07535649919926123
13,DPB1,76,108,5.277886744032994e-07,2.236039000741472e-06
13,DPB1,76,109,0.0006501516304597951,0.001876240358878174
13,DPB1,76,110,1.4703652114800397e-06,5.950664554304751e-06
13,DPB1,76,113,0.0005213152586366286,0.001529147515857704
13,DPB1,76,114,0.0019356364560708334,0.005119311910587945
13,DPB1,76,115,0.26673779328181774,0.38019619977649866
13,DPB1,76,116,0.01781795489736471,0.038582949124870265
13,DPB1,8,107,0.0009345049629218875,0.0026142492486197193
13,DPB1,8,108,9.137340729630684e-09,4.4598162706291315e-08
13,DPB1,8,109,5.54193716663962e-06,2.1194010907697984e-05
13,DPB1,8,110,4.79125033729615e-09,2.3764328715875155e-08
13,DPB1,8,113,9.00804537332162e-08,4.0886957331498913e-07
13,DPB1,8,114,0.0008246882833832363,0.0023361276639610536
13,DPB1,8,115,0.9186354592062747,0.9491708617173347
13,DPB1,8,116,0.32465534027055215,0.4421635598326937
13,DPB1,84,107,0.00041416260176753905,0.0012323582276240134
13,DPB1,84,108,1.0507361907334485e-09,5.471684163333435e-09
13,DPB1,84,109,0.00043757917086631736,0.0012980148743968912
13,DPB1,84,110,1.3762741758706926e-10,7.567199238160154e-10
13,DPB1,84,113,5.3689338949449766e-08,2.4904844873987185e-07
13,DPB1,84,114,0.004453675700624708,0.01100970763260021
13,DPB1,84,115,0.9905063683469705,0.9955119514057779
13,DPB1,84,116,0.7733004272756347,0.8416012306691348
13,DPB1,85,107,0.000554656214982427,0.0016208015680103226
13,DPB1,85,108,1.5488113354253925e-10,8.479049676744239e-10
